invoiceno,invoicedate,customerid,country,amount
550249,15.04.2011,777777,United Kingdom,5
550250,15.04.2011,18171,United Kingdom,226
550251,15.04.2011,14323,United Kingdom,300
550255,15.04.2011,13468,United Kingdom,192
550264,15.04.2011,13426,United Kingdom,338
550265,15.04.2011,17572,United Kingdom,82
550272,15.04.2011,18079,United Kingdom,1615
550274,15.04.2011,15498,United Kingdom,348
550275,15.04.2011,13993,United Kingdom,280
550276,15.04.2011,12989,United Kingdom,277
550277,15.04.2011,12639,Sweden,485
550278,15.04.2011,777777,United Kingdom,2852
550279,15.04.2011,14700,United Kingdom,724
550280,15.04.2011,13048,United Kingdom,456
550281,15.04.2011,12457,Switzerland,219
550282,15.04.2011,16686,United Kingdom,142
550283,15.04.2011,18094,United Kingdom,638
550284,15.04.2011,12383,Belgium,143
550285,15.04.2011,15249,United Kingdom,326
550286,15.04.2011,15027,United Kingdom,340
550287,15.04.2011,14211,United Kingdom,140
550288,15.04.2011,17367,United Kingdom,166
550289,15.04.2011,13880,United Kingdom,292
550290,15.04.2011,15246,United Kingdom,330
550291,15.04.2011,13720,United Kingdom,167
550292,15.04.2011,14527,United Kingdom,60
550296,15.04.2011,13742,United Kingdom,172
550297,15.04.2011,14056,United Kingdom,325
550298,15.04.2011,17346,United Kingdom,220
550299,15.04.2011,17389,United Kingdom,2946
550301,17.04.2011,17243,United Kingdom,346
550302,17.04.2011,14156,EIRE,446
550303,17.04.2011,18213,United Kingdom,229
550304,17.04.2011,14092,United Kingdom,311
550305,17.04.2011,17920,United Kingdom,417
550307,17.04.2011,13854,United Kingdom,308
550308,17.04.2011,17029,United Kingdom,358
550309,17.04.2011,13220,United Kingdom,83
550310,17.04.2011,15985,United Kingdom,902
550311,17.04.2011,16728,United Kingdom,103
550312,17.04.2011,13089,United Kingdom,376
550313,17.04.2011,12681,France,546
550314,17.04.2011,16905,United Kingdom,220
550315,17.04.2011,17990,United Kingdom,314
550316,17.04.2011,16193,United Kingdom,313
550317,17.04.2011,15172,United Kingdom,348
550318,17.04.2011,16085,United Kingdom,145
550319,17.04.2011,14524,United Kingdom,133
550320,17.04.2011,12748,United Kingdom,630
550321,17.04.2011,16770,United Kingdom,125
550322,17.04.2011,14524,United Kingdom,161
550323,17.04.2011,13692,United Kingdom,853
550324,17.04.2011,12997,United Kingdom,304
550325,17.04.2011,15745,United Kingdom,305
550326,17.04.2011,14532,United Kingdom,140
550327,17.04.2011,12878,United Kingdom,542
550328,17.04.2011,17582,United Kingdom,176
550329,17.04.2011,13951,United Kingdom,302
550330,17.04.2011,15827,United Kingdom,63
550331,17.04.2011,15555,United Kingdom,281
550332,17.04.2011,13474,United Kingdom,232
550333,17.04.2011,15410,United Kingdom,459
550334,17.04.2011,17320,United Kingdom,462
550335,17.04.2011,15535,United Kingdom,120
550336,17.04.2011,13089,United Kingdom,245
550337,17.04.2011,18037,United Kingdom,2
550338,17.04.2011,12413,France,85
550339,17.04.2011,17697,United Kingdom,342
550340,17.04.2011,13695,United Kingdom,72
550341,17.04.2011,13018,United Kingdom,365
550342,17.04.2011,13018,United Kingdom,393
550343,17.04.2011,12971,United Kingdom,174
550344,18.04.2011,12754,Japan,2949
550345,18.04.2011,15304,United Kingdom,51
550346,18.04.2011,16639,United Kingdom,308
550347,18.04.2011,14227,United Kingdom,282
550348,18.04.2011,16947,United Kingdom,406
550350,18.04.2011,15491,United Kingdom,840
550351,18.04.2011,15491,United Kingdom,183
550352,18.04.2011,16719,United Kingdom,227
550354,18.04.2011,13811,Germany,223
550357,18.04.2011,16617,United Kingdom,152
550359,18.04.2011,17841,United Kingdom,368
550360,18.04.2011,14978,United Kingdom,398
550361,18.04.2011,13082,United Kingdom,837
550362,18.04.2011,13113,United Kingdom,637
550364,18.04.2011,16713,United Kingdom,154
550377,18.04.2011,13082,United Kingdom,34
550389,18.04.2011,17284,United Kingdom,211
550408,18.04.2011,16746,United Kingdom,497
550437,18.04.2011,16923,United Kingdom,194
550438,18.04.2011,15265,United Kingdom,715
550439,18.04.2011,18231,United Kingdom,462
550440,18.04.2011,12407,Belgium,268
550446,18.04.2011,13871,United Kingdom,509
550447,18.04.2011,16033,United Kingdom,392
550448,18.04.2011,16746,United Kingdom,21
550449,18.04.2011,15199,United Kingdom,304
550450,18.04.2011,15615,United Kingdom,90
550452,18.04.2011,14525,United Kingdom,169
550453,18.04.2011,16226,United Kingdom,131
550457,18.04.2011,13798,United Kingdom,1233
550458,18.04.2011,777777,United Kingdom,2382
550459,18.04.2011,18116,United Kingdom,191
550460,18.04.2011,777777,United Kingdom,0
550461,18.04.2011,15749,United Kingdom,21535
550462,18.04.2011,16458,United Kingdom,196
550464,18.04.2011,16550,United Kingdom,487
550465,18.04.2011,16217,United Kingdom,121
550467,18.04.2011,18009,United Kingdom,257
550468,18.04.2011,16700,United Kingdom,404
550469,18.04.2011,16399,United Kingdom,177
550470,18.04.2011,777777,United Kingdom,1736
550471,18.04.2011,777777,United Kingdom,1602
550473,18.04.2011,14623,United Kingdom,191
550474,18.04.2011,777777,United Kingdom,1626
550476,18.04.2011,15769,United Kingdom,122
550477,18.04.2011,17338,United Kingdom,689
550478,18.04.2011,15755,United Kingdom,307
550479,18.04.2011,15625,United Kingdom,695
550480,18.04.2011,13069,United Kingdom,192
550481,18.04.2011,17634,United Kingdom,164
550483,18.04.2011,16033,United Kingdom,42
550487,18.04.2011,18219,United Kingdom,201
550488,18.04.2011,16729,United Kingdom,274
550490,18.04.2011,17054,United Kingdom,299
550491,18.04.2011,16033,United Kingdom,20
550492,18.04.2011,14180,United Kingdom,189
550493,18.04.2011,15311,United Kingdom,1026
550495,18.04.2011,13769,United Kingdom,204
550496,18.04.2011,777777,United Kingdom,1772
550497,18.04.2011,18064,United Kingdom,408
550498,18.04.2011,14692,United Kingdom,99
550499,18.04.2011,777777,United Kingdom,1188
550500,18.04.2011,777777,United Kingdom,1979
550501,18.04.2011,777777,United Kingdom,0
550502,18.04.2011,777777,United Kingdom,0
550503,18.04.2011,15508,United Kingdom,314
550504,18.04.2011,16654,United Kingdom,275
550512,18.04.2011,18069,United Kingdom,396
550513,18.04.2011,16928,United Kingdom,376
550514,18.04.2011,14631,United Kingdom,320
550515,18.04.2011,14502,United Kingdom,217
550516,18.04.2011,14502,United Kingdom,90
550517,19.04.2011,14352,United Kingdom,615
550518,19.04.2011,16628,United Kingdom,362
550519,19.04.2011,13141,United Kingdom,513
550520,19.04.2011,16170,United Kingdom,310
550521,19.04.2011,13647,United Kingdom,425
550522,19.04.2011,12947,United Kingdom,429
550523,19.04.2011,15594,United Kingdom,268
550524,19.04.2011,16422,United Kingdom,385
550525,19.04.2011,14672,United Kingdom,483
550526,19.04.2011,14309,United Kingdom,349
550527,19.04.2011,12476,Germany,1412
550528,19.04.2011,17663,United Kingdom,190
550531,19.04.2011,13199,United Kingdom,35
550532,19.04.2011,14606,United Kingdom,115
550535,19.04.2011,14211,United Kingdom,155
550539,19.04.2011,13479,United Kingdom,145
550541,19.04.2011,777777,United Kingdom,1401
550542,19.04.2011,777777,United Kingdom,1743
550560,19.04.2011,14242,United Kingdom,143
550579,19.04.2011,13266,United Kingdom,318
550606,19.04.2011,12594,Italy,255
550607,19.04.2011,16919,United Kingdom,235
550608,19.04.2011,12901,United Kingdom,970
550610,19.04.2011,14502,United Kingdom,90
550612,19.04.2011,14662,United Kingdom,157
550613,19.04.2011,16180,United Kingdom,770
550615,19.04.2011,16730,United Kingdom,291
550616,19.04.2011,15140,United Kingdom,356
550617,19.04.2011,13376,United Kingdom,376
550618,19.04.2011,14156,EIRE,366
550619,19.04.2011,15717,United Kingdom,150
550620,19.04.2011,12585,Germany,781
550621,19.04.2011,13263,United Kingdom,170
550622,19.04.2011,13735,United Kingdom,939
550623,19.04.2011,13719,United Kingdom,133
550624,19.04.2011,14201,United Kingdom,108
550625,19.04.2011,12619,Germany,426
550626,19.04.2011,13184,United Kingdom,185
550627,19.04.2011,16633,United Kingdom,448
550628,19.04.2011,13101,United Kingdom,102
550629,19.04.2011,13782,United Kingdom,170
550630,19.04.2011,14298,United Kingdom,1507
550631,19.04.2011,15225,United Kingdom,411
550632,19.04.2011,16907,United Kingdom,148
550633,19.04.2011,17449,United Kingdom,302
550634,19.04.2011,14298,United Kingdom,27
550635,19.04.2011,18173,United Kingdom,424
550636,19.04.2011,777777,United Kingdom,1094
550637,19.04.2011,14415,United Kingdom,395
550638,19.04.2011,777777,United Kingdom,1214
550639,19.04.2011,14152,United Kingdom,308
550640,19.04.2011,777777,United Kingdom,7
550641,19.04.2011,777777,United Kingdom,18
550643,19.04.2011,18116,United Kingdom,35
550644,19.04.2011,12733,USA,386
550645,19.04.2011,16098,United Kingdom,159
550649,19.04.2011,13134,United Kingdom,26
550651,19.04.2011,15436,United Kingdom,486
550655,19.04.2011,17217,United Kingdom,114
550656,20.04.2011,17652,United Kingdom,412
550657,20.04.2011,18198,United Kingdom,303
550658,20.04.2011,13576,United Kingdom,426
550659,20.04.2011,17730,United Kingdom,346
550660,20.04.2011,15179,United Kingdom,68
550661,20.04.2011,12656,France,539
550662,20.04.2011,15078,United Kingdom,543
550663,20.04.2011,15078,United Kingdom,36
550665,20.04.2011,12530,Germany,417
550666,20.04.2011,17719,United Kingdom,469
550667,20.04.2011,13027,United Kingdom,2016
550669,20.04.2011,16837,United Kingdom,102
550670,20.04.2011,17734,United Kingdom,112
550671,20.04.2011,12457,Switzerland,179
550673,20.04.2011,12971,United Kingdom,378
550674,20.04.2011,12971,United Kingdom,245
550675,20.04.2011,15260,United Kingdom,267
550701,20.04.2011,14905,United Kingdom,309
550710,20.04.2011,17450,United Kingdom,3108
550711,20.04.2011,18102,United Kingdom,1196
550712,20.04.2011,15159,United Kingdom,847
550713,20.04.2011,15159,United Kingdom,12
550714,20.04.2011,15249,United Kingdom,480
550723,20.04.2011,17454,United Kingdom,117
550740,20.04.2011,777777,United Kingdom,2948
550750,20.04.2011,13632,United Kingdom,350
550753,20.04.2011,777777,United Kingdom,0
550754,20.04.2011,15465,United Kingdom,597
550755,20.04.2011,17548,United Kingdom,102
550756,20.04.2011,14148,United Kingdom,158
550757,20.04.2011,777777,United Kingdom,0
550758,20.04.2011,777777,United Kingdom,0
550759,20.04.2011,777777,United Kingdom,0
550760,20.04.2011,777777,United Kingdom,0
550761,20.04.2011,777777,United Kingdom,0
550762,20.04.2011,777777,United Kingdom,0
550763,20.04.2011,777777,United Kingdom,0
550764,20.04.2011,14527,United Kingdom,102
550765,20.04.2011,16103,United Kingdom,202
550766,20.04.2011,17463,United Kingdom,235
550767,20.04.2011,14776,United Kingdom,302
550768,20.04.2011,15039,United Kingdom,713
550769,20.04.2011,15984,United Kingdom,213
550772,20.04.2011,17856,United Kingdom,75
550773,20.04.2011,17567,United Kingdom,396
550774,20.04.2011,14626,United Kingdom,586
550775,20.04.2011,15805,United Kingdom,1051
550776,20.04.2011,15805,United Kingdom,141
550777,20.04.2011,16558,United Kingdom,305
550778,20.04.2011,14868,United Kingdom,438
550779,20.04.2011,17511,United Kingdom,1466
550781,20.04.2011,13097,United Kingdom,462
550782,20.04.2011,18246,United Kingdom,233
550783,20.04.2011,13485,United Kingdom,454
550784,20.04.2011,13269,United Kingdom,370
550785,20.04.2011,15517,United Kingdom,266
550786,20.04.2011,16672,United Kingdom,60
550796,20.04.2011,17211,United Kingdom,130
550797,20.04.2011,12901,United Kingdom,55
550798,20.04.2011,15290,United Kingdom,291
550799,20.04.2011,17115,United Kingdom,310
550800,20.04.2011,777777,United Kingdom,0
550801,20.04.2011,17402,United Kingdom,213
550802,20.04.2011,17120,United Kingdom,307
550803,20.04.2011,18177,United Kingdom,225
550804,20.04.2011,16676,United Kingdom,329
550805,20.04.2011,13162,United Kingdom,549
550806,20.04.2011,14334,United Kingdom,270
550811,20.04.2011,16011,United Kingdom,120
550815,20.04.2011,777777,United Kingdom,0
550817,20.04.2011,17946,United Kingdom,131
550818,20.04.2011,15912,United Kingdom,141
550819,20.04.2011,17530,United Kingdom,424
550820,21.04.2011,13148,United Kingdom,342
550821,21.04.2011,12506,France,73
550822,21.04.2011,14001,United Kingdom,1008
550823,21.04.2011,16133,United Kingdom,2208
550824,21.04.2011,18177,United Kingdom,8
550826,21.04.2011,17158,United Kingdom,285
550827,21.04.2011,12670,France,633
550828,21.04.2011,17315,United Kingdom,113
550829,21.04.2011,17841,United Kingdom,294
550830,21.04.2011,13534,United Kingdom,172
550831,21.04.2011,13534,United Kingdom,172
550832,21.04.2011,17588,United Kingdom,400
550833,21.04.2011,15860,United Kingdom,25
550834,21.04.2011,14730,United Kingdom,161
550835,21.04.2011,15034,United Kingdom,797
550836,21.04.2011,14759,United Kingdom,577
550837,21.04.2011,15034,United Kingdom,193
550838,21.04.2011,14577,United Kingdom,116
550885,21.04.2011,16185,United Kingdom,333
550890,21.04.2011,14711,United Kingdom,529
550898,21.04.2011,777777,United Kingdom,14
550899,21.04.2011,13505,Switzerland,1014
550900,21.04.2011,16553,United Kingdom,683
550901,21.04.2011,13389,United Kingdom,259
550906,21.04.2011,14298,United Kingdom,1367
550907,21.04.2011,13798,United Kingdom,306
550908,21.04.2011,777777,United Kingdom,0
550911,21.04.2011,12354,Spain,1079
550912,21.04.2011,13267,United Kingdom,315
550913,21.04.2011,17631,United Kingdom,305
550914,21.04.2011,17061,United Kingdom,1701
550915,21.04.2011,13263,United Kingdom,131
550916,21.04.2011,17718,United Kingdom,140
550917,21.04.2011,17381,United Kingdom,723
550918,21.04.2011,17630,United Kingdom,337
550919,21.04.2011,14735,United Kingdom,20
550920,21.04.2011,14735,United Kingdom,111
550921,21.04.2011,14770,United Kingdom,597
550922,21.04.2011,777777,United Kingdom,0
550923,21.04.2011,13748,United Kingdom,148
550924,21.04.2011,12664,Finland,642
550925,21.04.2011,17061,United Kingdom,236
550926,21.04.2011,777777,United Kingdom,0
550927,21.04.2011,777777,United Kingdom,0
550928,21.04.2011,777777,United Kingdom,0
550929,21.04.2011,777777,United Kingdom,0
550930,21.04.2011,777777,United Kingdom,0
550931,21.04.2011,777777,United Kingdom,5
550934,21.04.2011,16163,United Kingdom,415
550936,21.04.2011,13495,United Kingdom,207
550937,21.04.2011,13223,United Kingdom,101
550938,21.04.2011,16019,United Kingdom,233
550939,21.04.2011,16146,United Kingdom,387
550940,21.04.2011,18008,United Kingdom,615
550941,21.04.2011,17109,United Kingdom,402
550942,21.04.2011,16587,United Kingdom,227
550943,21.04.2011,777777,United Kingdom,0
550944,21.04.2011,17109,United Kingdom,66
550945,21.04.2011,777777,United Kingdom,0
550946,21.04.2011,12708,Germany,201
550947,21.04.2011,777777,United Kingdom,0
550948,21.04.2011,777777,United Kingdom,0
550949,21.04.2011,17961,United Kingdom,10
550950,21.04.2011,777777,United Kingdom,0
550951,21.04.2011,777777,United Kingdom,0
550952,21.04.2011,777777,United Kingdom,0
550953,21.04.2011,777777,United Kingdom,1952
550954,21.04.2011,777777,United Kingdom,0
550955,21.04.2011,14189,United Kingdom,321
550956,21.04.2011,17179,United Kingdom,245
550957,21.04.2011,18283,United Kingdom,118
550958,21.04.2011,15281,United Kingdom,254
550960,21.04.2011,12622,Germany,181
550963,21.04.2011,777777,United Kingdom,24
550964,21.04.2011,15856,United Kingdom,504
550965,21.04.2011,16750,United Kingdom,120
550967,21.04.2011,12971,United Kingdom,47
550968,21.04.2011,14961,United Kingdom,729
550970,21.04.2011,777777,United Kingdom,0
550971,21.04.2011,13482,United Kingdom,185
550972,21.04.2011,14031,United Kingdom,100
550973,21.04.2011,14031,United Kingdom,876
550974,21.04.2011,13862,United Kingdom,173
550975,21.04.2011,777777,United Kingdom,0
550976,21.04.2011,777777,United Kingdom,0
550977,21.04.2011,777777,United Kingdom,0
550978,21.04.2011,13983,United Kingdom,307
550979,21.04.2011,777777,United Kingdom,0
550980,21.04.2011,777777,United Kingdom,0
550981,21.04.2011,777777,United Kingdom,0
550982,21.04.2011,777777,United Kingdom,0
550983,21.04.2011,777777,United Kingdom,0
550984,21.04.2011,777777,United Kingdom,0
550985,21.04.2011,777777,United Kingdom,0
550986,21.04.2011,777777,United Kingdom,1654
550987,21.04.2011,777777,United Kingdom,1151
550988,21.04.2011,14231,United Kingdom,308
550989,21.04.2011,13969,United Kingdom,256
550990,21.04.2011,16553,United Kingdom,448
550991,21.04.2011,14060,United Kingdom,154
550992,21.04.2011,14512,United Kingdom,129
550993,21.04.2011,15810,United Kingdom,474
550994,21.04.2011,14562,United Kingdom,481
550995,26.04.2011,16722,United Kingdom,451
550996,26.04.2011,16681,United Kingdom,314
550997,26.04.2011,17735,United Kingdom,482
550998,26.04.2011,12414,Austria,242
550999,26.04.2011,17670,United Kingdom,204
551000,26.04.2011,18172,United Kingdom,159
551001,26.04.2011,13408,United Kingdom,565
551002,26.04.2011,16834,United Kingdom,411
551003,26.04.2011,16456,United Kingdom,341
551004,26.04.2011,777777,United Kingdom,648
551005,26.04.2011,777777,United Kingdom,674
551006,26.04.2011,777777,United Kingdom,558
551007,26.04.2011,777777,United Kingdom,561
551008,26.04.2011,777777,United Kingdom,520
551009,26.04.2011,777777,United Kingdom,1060
551010,26.04.2011,777777,United Kingdom,532
551011,26.04.2011,17090,United Kingdom,187
551012,26.04.2011,777777,United Kingdom,3032
551013,26.04.2011,15108,European Community,194
551014,26.04.2011,13209,United Kingdom,1924
